2017/5/11 18:10 UPDATE

DATE,TIME,é¿ê—(ñúkW)
2017/5/5,12:00,2563
2017/5/5,13:00,2558
2017/5/5,14:00,2543
2017/5/5,15:00,2532
2017/5/5,16:00,2547
2017/5/5,17:00,2607
2017/5/5,18:00,2739
2017/5/5,19:00,2784
2017/5/5,20:00,2699
2017/5/5,21:00,2566
2017/5/5,22:00,2430
2017/5/5,23:00,2281
2017/5/6,0:00,2128
2017/5/6,1:00,2032
2017/5/6,2:00,2031
2017/5/6,3:00,2030
2017/5/6,4:00,2032
2017/5/6,5:00,1984
2017/5/6,6:00,2034
2017/5/6,7:00,2181
2017/5/6,8:00,2396
2017/5/6,9:00,2588
2017/5/6,10:00,2684
2017/5/6,11:00,2761
2017/5/6,12:00,2710
2017/5/6,13:00,2716
2017/5/6,14:00,2664
2017/5/6,15:00,2694
2017/5/6,16:00,2691
2017/5/6,17:00,2724
2017/5/6,18:00,2875
2017/5/6,19:00,2919
2017/5/6,20:00,2809
2017/5/6,21:00,2651
2017/5/6,22:00,2509
2017/5/6,23:00,2363
2017/5/7,0:00,2199
2017/5/7,1:00,2085
2017/5/7,2:00,2072
2017/5/7,3:00,2086
2017/5/7,4:00,2072
2017/5/7,5:00,2026
2017/5/7,6:00,2056
2017/5/7,7:00,2173
2017/5/7,8:00,2371
2017/5/7,9:00,2510
2017/5/7,10:00,2611
2017/5/7,11:00,2669
2017/5/7,12:00,2678
2017/5/7,13:00,2652
2017/5/7,14:00,2599
2017/5/7,15:00,2533
2017/5/7,16:00,2570
2017/5/7,17:00,2693
2017/5/7,18:00,2866
2017/5/7,19:00,2879
2017/5/7,20:00,2770
2017/5/7,21:00,2619
2017/5/7,22:00,2461
2017/5/7,23:00,2313
2017/5/8,0:00,2167
2017/5/8,1:00,2079
2017/5/8,2:00,2073
2017/5/8,3:00,2104
2017/5/8,4:00,2129
2017/5/8,5:00,2155
2017/5/8,6:00,2298
2017/5/8,7:00,2518
2017/5/8,8:00,2851
2017/5/8,9:00,3154
2017/5/8,10:00,3289
2017/5/8,11:00,3357
2017/5/8,12:00,3244
2017/5/8,13:00,3403
2017/5/8,14:00,3433
2017/5/8,15:00,3412
2017/5/8,16:00,3414
2017/5/8,17:00,3331
2017/5/8,18:00,3352
2017/5/8,19:00,3301
2017/5/8,20:00,3137
2017/5/8,21:00,2969
2017/5/8,22:00,2831
2017/5/8,23:00,2646
2017/5/9,0:00,2446
2017/5/9,1:00,2330
2017/5/9,2:00,2301
2017/5/9,3:00,2313
2017/5/9,4:00,2323
2017/5/9,5:00,2303
2017/5/9,6:00,2425
2017/5/9,7:00,2664
2017/5/9,8:00,2965
2017/5/9,9:00,3226
2017/5/9,10:00,3282
2017/5/9,11:00,3312
2017/5/9,12:00,3138
2017/5/9,13:00,3314
2017/5/9,14:00,3286
2017/5/9,15:00,3246
2017/5/9,16:00,3267
2017/5/9,17:00,3256
2017/5/9,18:00,3348
2017/5/9,19:00,3272
2017/5/9,20:00,3120
2017/5/9,21:00,2962
2017/5/9,22:00,2832
2017/5/9,23:00,2647
2017/5/10,0:00,2453
2017/5/10,1:00,2339
2017/5/10,2:00,2324
2017/5/10,3:00,2341
2017/5/10,4:00,2362
2017/5/10,5:00,2397
2017/5/10,6:00,2569
2017/5/10,7:00,2816
2017/5/10,8:00,3115
2017/5/10,9:00,3338
2017/5/10,10:00,3369
2017/5/10,11:00,3360
2017/5/10,12:00,3191
2017/5/10,13:00,3330
2017/5/10,14:00,3327
2017/5/10,15:00,3313
2017/5/10,16:00,3327
2017/5/10,17:00,3315
2017/5/10,18:00,3359
2017/5/10,19:00,3293
2017/5/10,20:00,3147
2017/5/10,21:00,2984
2017/5/10,22:00,2866
2017/5/10,23:00,2685
